"dataset","id","reason"
"ActivityNet Captions","v_fEsTL9tYOVc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7400031685829163. Maximum achieved text similarity score is 0.8423691391944885."
"ActivityNet Captions","v_lGRZ3F7tW2c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8911821246147156. Maximum achieved text similarity score is 0.8936745524406433."
"ActivityNet Captions","v_XqxJsWQqKRk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8335931301116943. Maximum achieved text similarity score is 0.8581064939498901."
"ActivityNet Captions","v_X1pGJqP89Nk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.834236204624176. Maximum achieved text similarity score is 0.8650214672088623."
"ActivityNet Captions","v_sOL5ksIFX50","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8241757154464722. Maximum achieved text similarity score is 0.860816240310669."
"ActivityNet Captions","v_kI6maggAugg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8685460090637207. Maximum achieved text similarity score is 0.8900454640388489."
"ActivityNet Captions","v_e5e16U5hnzY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8816534280776978. Maximum achieved text similarity score is 0.8953734040260315."
"ActivityNet Captions","v_LAU_pVRs9RQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7829856872558594. Maximum achieved text similarity score is 0.841543436050415."
"ActivityNet Captions","v_bW4AfWvteIo","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8882846832275391. Maximum achieved text similarity score is 0.8935301899909973."
"ActivityNet Captions","v_rDADR0Lg4U8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8122370839118958. Maximum achieved text similarity score is 0.8149304389953613."
"ActivityNet Captions","v_tDG8VoRQTuM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8319640159606934. Maximum achieved text similarity score is 0.8917286396026611."
"ActivityNet Captions","v_3CO7fRiJOy4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8081426620483398. Maximum achieved text similarity score is 0.8561729788780212."
"ActivityNet Captions","v_jEGTpBJrD4s","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8805168271064758. Maximum achieved text similarity score is 0.8961424231529236."
"ActivityNet Captions","v_TtrDWeSW3mg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8512563109397888. Maximum achieved text similarity score is 0.8690794110298157."
"ActivityNet Captions","v_H5kerJ_FoBU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8535519242286682. Maximum achieved text similarity score is 0.8751819133758545."
"ActivityNet Captions","v_zHzKPtrgv1k","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8612644076347351. Maximum achieved text similarity score is 0.8992412090301514."
"ActivityNet Captions","v_PT18KK_6jmU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.736177921295166. Maximum achieved text similarity score is 0.8625715374946594."
"ActivityNet Captions","v_nEv28s46Kvo","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8606277704238892. Maximum achieved text similarity score is 0.8828631639480591."
"ActivityNet Captions","v_uzXbaoWOm5o","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8562280535697937. Maximum achieved text similarity score is 0.8787398934364319."
"ActivityNet Captions","v_oEZToisRw4w","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8960170149803162. Maximum achieved text similarity score is 0.8991050720214844."
"ActivityNet Captions","v_LnEed8TnWwk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7898420095443726. Maximum achieved text similarity score is 0.8172222375869751."
"ActivityNet Captions","v_reit7blyxIo","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8815209865570068. Maximum achieved text similarity score is 0.8986877202987671."
"ActivityNet Captions","v_rHWOESWciSc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8673174381256104. Maximum achieved text similarity score is 0.8816903829574585."
"ActivityNet Captions","v_yjQ-0AGqFS4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8893084526062012. Maximum achieved text similarity score is 0.8977679014205933."
"ActivityNet Captions","v_L2J_QI2_qms","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8843519687652588. Maximum achieved text similarity score is 0.8961060643196106."
"ActivityNet Captions","v_Tm1ebIrDyz0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8541823625564575. Maximum achieved text similarity score is 0.8928041458129883."
"ActivityNet Captions","v_uINj6L2EEUs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8314014673233032. Maximum achieved text similarity score is 0.8402952551841736."
"ActivityNet Captions","v_Xv2-EY_zKNM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8474510908126831. Maximum achieved text similarity score is 0.8704628944396973."
"ActivityNet Captions","v_SX075xQ0j6c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8392385244369507. Maximum achieved text similarity score is 0.878304660320282."
"ActivityNet Captions","v_RPKcM8q74FE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8342732191085815. Maximum achieved text similarity score is 0.8861230611801147."
"ActivityNet Captions","v_sQtT9sUyUwE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8899715542793274. Maximum achieved text similarity score is 0.899138867855072."
"ActivityNet Captions","v_rKTpKq7bh_U","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8761296272277832. Maximum achieved text similarity score is 0.8993608355522156."
"ActivityNet Captions","v_4qONyTNaPOI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8781473636627197. Maximum achieved text similarity score is 0.8919198513031006."
"ActivityNet Captions","v_2YE_8XDuDBI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.0665256604552269. Maximum achieved text similarity score is 0.0392172709107399."
"ActivityNet Captions","v_9vzbohxkIKA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7936744689941406. Maximum achieved text similarity score is 0.8484227061271667."
"ActivityNet Captions","v_inw7wXFL9dw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8607951402664185. Maximum achieved text similarity score is 0.878851056098938."
"ActivityNet Captions","v_vr0Wi359kWM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8622655868530273. Maximum achieved text similarity score is 0.8815339803695679."
"ActivityNet Captions","v_iBEUNOMTr8M","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8800901174545288. Maximum achieved text similarity score is 0.8966435194015503."
"ActivityNet Captions","v_b7fs8OAJzQk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8800196051597595. Maximum achieved text similarity score is 0.8830592036247253."
"ActivityNet Captions","v_DLlooZTLPdI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8851110935211182. Maximum achieved text similarity score is 0.8894885778427124."
"ActivityNet Captions","v_qV8hycDJWto","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8730646371841431. Maximum achieved text similarity score is 0.8956561088562012."
"ActivityNet Captions","v_nmUJ2GfVkKY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8556214570999146. Maximum achieved text similarity score is 0.8876467943191528."
"ActivityNet Captions","v_JhiX65Okpt0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8610748052597046. Maximum achieved text similarity score is 0.8753319978713989."
"ActivityNet Captions","v_mgEX5A1o2jg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8804791569709778. Maximum achieved text similarity score is 0.890647292137146."
"ActivityNet Captions","v_Zk3JXtS2fOY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8270809650421143. Maximum achieved text similarity score is 0.8895467519760132."
"ActivityNet Captions","v_9sbiZgFefA4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8350954055786133. Maximum achieved text similarity score is 0.884859561920166."
"ActivityNet Captions","v_a25vC5zsf6A","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8803443312644958. Maximum achieved text similarity score is 0.8936566710472107."
"ActivityNet Captions","v_yvTmIulkl7c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.0021259114146232605. Maximum achieved text similarity score is 0.05718724802136421."
"ActivityNet Captions","v_0A-p1Q0rseE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8505709767341614. Maximum achieved text similarity score is 0.8550864458084106."
"ActivityNet Captions","v_9d8ttpHu3cc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8794291019439697. Maximum achieved text similarity score is 0.8986647725105286."
"ActivityNet Captions","v_nwttSIR1qvs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8233883380889893. Maximum achieved text similarity score is 0.8342907428741455."
"ActivityNet Captions","v_kVzojOj5_Zg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8908555507659912. Maximum achieved text similarity score is 0.8945066928863525."
"ActivityNet Captions","v_pn1XDTlNMso","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8737068176269531. Maximum achieved text similarity score is 0.8819832801818848."
"ActivityNet Captions","v_sFQ343Qq4TE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8713244795799255. Maximum achieved text similarity score is 0.8919167518615723."
"ActivityNet Captions","v_tkQK_2celDY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7745159864425659. Maximum achieved text similarity score is 0.8367158770561218."
"ActivityNet Captions","v_4_3m_-SGzXw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8620165586471558. Maximum achieved text similarity score is 0.8976301550865173."
"ActivityNet Captions","v__0mR06FcftE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8525278568267822. Maximum achieved text similarity score is 0.8846719264984131."
"ActivityNet Captions","v_YS3Q47uz3HI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.885504961013794. Maximum achieved text similarity score is 0.8874737024307251."
"ActivityNet Captions","v_9wukG78Z0u8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8849979639053345. Maximum achieved text similarity score is 0.8914302587509155."
"ActivityNet Captions","v_74HRnmwIhfM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7446874976158142. Maximum achieved text similarity score is 0.7750934362411499."
"ActivityNet Captions","v_dXSlCw8AXv0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8794362545013428. Maximum achieved text similarity score is 0.8868389129638672."
"ActivityNet Captions","v_9i7ABIB99Ow","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8536717295646667. Maximum achieved text similarity score is 0.8593577146530151."
"ActivityNet Captions","v_DzCVpvVJCo8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.04436204582452774. Maximum achieved text similarity score is 0.1346273422241211."
"ActivityNet Captions","v_Mo9-1cuMVtQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8324819803237915. Maximum achieved text similarity score is 0.8480933904647827."
"ActivityNet Captions","v_nOvrsb0XyGk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8472054600715637. Maximum achieved text similarity score is 0.8854227066040039."
"ActivityNet Captions","v_3jt4XE6ilIQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8707468509674072. Maximum achieved text similarity score is 0.890473484992981."
"ActivityNet Captions","v_PRkEpM8ffak","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.879141092300415. Maximum achieved text similarity score is 0.8887415528297424."
"ActivityNet Captions","v_C1djGYqkhYI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.035213734954595566. Maximum achieved text similarity score is 0.07737541198730469."
"ActivityNet Captions","v_tMheZSxPl3Q","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8281180262565613. Maximum achieved text similarity score is 0.8955197334289551."
"ActivityNet Captions","v_KjXvBqmh5C4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8232534527778625. Maximum achieved text similarity score is 0.8349634408950806."
"ActivityNet Captions","v_NmmFlMtvE68","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8527496457099915. Maximum achieved text similarity score is 0.8664360046386719."
"ActivityNet Captions","v_uowNtTu74nA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8302406668663025. Maximum achieved text similarity score is 0.8968732357025146."
"ActivityNet Captions","v_H8MY7XGrN6Q","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.808200478553772. Maximum achieved text similarity score is 0.8766062259674072."
"ActivityNet Captions","v_QNsonWAaFk4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.87526935338974. Maximum achieved text similarity score is 0.8971295952796936."
"ActivityNet Captions","v_6dNh6AxVLx8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.859145998954773. Maximum achieved text similarity score is 0.877612829208374."
"ActivityNet Captions","v_2Ua6E2a6kT4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8380605578422546. Maximum achieved text similarity score is 0.8442030549049377."
"ActivityNet Captions","v_QbhMOqg9Tmg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.74970543384552. Maximum achieved text similarity score is 0.7571461796760559."
"ActivityNet Captions","v_0WVkoTBmhA0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8418222665786743. Maximum achieved text similarity score is 0.8988458514213562."
"ActivityNet Captions","v_knY08LrNyHg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8702492713928223. Maximum achieved text similarity score is 0.8993889093399048."
"ActivityNet Captions","v_4taBobzpYNU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8866263031959534. Maximum achieved text similarity score is 0.8979156017303467."
"ActivityNet Captions","v_J4WbF-bJ1T8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8830090761184692. Maximum achieved text similarity score is 0.8992342948913574."
"ActivityNet Captions","v_sx4zAnVDV9Y","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8298896551132202. Maximum achieved text similarity score is 0.8635939359664917."
"ActivityNet Captions","v_E0DbrJVJUho","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7848600745201111. Maximum achieved text similarity score is 0.8247206807136536."
"ActivityNet Captions","v_mrT7FqQ0lCs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7582371234893799. Maximum achieved text similarity score is 0.8113312721252441."
"ActivityNet Captions","v_3mymOHc5-Gs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7874563932418823. Maximum achieved text similarity score is 0.8124438524246216."
"ActivityNet Captions","v_TVbPV7X49tw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8352261781692505. Maximum achieved text similarity score is 0.842686116695404."
"ActivityNet Captions","v_C3BBG_9Vo48","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.716987133026123. Maximum achieved text similarity score is 0.7287777662277222."
"ActivityNet Captions","v_KA6YYIl2z4E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7404232621192932. Maximum achieved text similarity score is 0.7504255771636963."
"ActivityNet Captions","v_SOyOank50IY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8352750539779663. Maximum achieved text similarity score is 0.8753002882003784."
"ActivityNet Captions","v_klqHoK_8ar8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8603173494338989. Maximum achieved text similarity score is 0.8818550705909729."
"ActivityNet Captions","v_Ch_qHjUtOpE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7249383926391602. Maximum achieved text similarity score is 0.7512048482894897."
"ActivityNet Captions","v_jXORdfzz4oE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8324562311172485. Maximum achieved text similarity score is 0.8511264324188232."
"ActivityNet Captions","v_U7SRRMoCGks","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8440365195274353. Maximum achieved text similarity score is 0.8920423984527588."
"ActivityNet Captions","v_zp86ztwZEKk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8500704765319824. Maximum achieved text similarity score is 0.8955569863319397."
"ActivityNet Captions","v_HK9tOFFF5II","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8345008492469788. Maximum achieved text similarity score is 0.8401663303375244."
"ActivityNet Captions","v_ezugU3qibVQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.713198184967041. Maximum achieved text similarity score is 0.8634090423583984."
"ActivityNet Captions","v_FAPMunnTNsE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8834748268127441. Maximum achieved text similarity score is 0.8935190439224243."
"ActivityNet Captions","v_L3X8OmIbj2c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7776956558227539. Maximum achieved text similarity score is 0.8591034412384033."
"ActivityNet Captions","v_BJM1rUjXvkQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8797132968902588. Maximum achieved text similarity score is 0.8954569101333618."
"ActivityNet Captions","v_CkC1wxAaDjM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8557291626930237. Maximum achieved text similarity score is 0.895484983921051."
"ActivityNet Captions","v_s24-UW2mnjM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8260669708251953. Maximum achieved text similarity score is 0.8975014090538025."
"ActivityNet Captions","v__nup1BwPnXc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8495233058929443. Maximum achieved text similarity score is 0.889453649520874."
"ActivityNet Captions","v_V3ZDyR7mVpc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7454854249954224. Maximum achieved text similarity score is 0.7717638611793518."
"ActivityNet Captions","v_uqAFtPVzEEs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8776004314422607. Maximum achieved text similarity score is 0.8834598660469055."
"ActivityNet Captions","v_DsnVkCHbEVM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8926142454147339. Maximum achieved text similarity score is 0.8964409828186035."
"ActivityNet Captions","v_3_Gha8keu-A","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7909449338912964. Maximum achieved text similarity score is 0.8320402503013611."
"ActivityNet Captions","v_sbT8DfccM7I","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8391796350479126. Maximum achieved text similarity score is 0.8633054494857788."
"ActivityNet Captions","v_eC90hOqQ0yk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8871466517448425. Maximum achieved text similarity score is 0.8955775499343872."
"ActivityNet Captions","v_bNGldPjMYHc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.833644449710846. Maximum achieved text similarity score is 0.8491643071174622."
"ActivityNet Captions","v_XkTWEDKtP1A","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7859188318252563. Maximum achieved text similarity score is 0.815796971321106."
"ActivityNet Captions","v_QrsOyEw4_7k","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.849805474281311. Maximum achieved text similarity score is 0.8717508316040039."
"ActivityNet Captions","v_EZZzVXqxG6U","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.795045793056488. Maximum achieved text similarity score is 0.826741099357605."
"ActivityNet Captions","v_kTStFRAp99E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.03182508051395416. Maximum achieved text similarity score is 0.007667379453778267."
"ActivityNet Captions","v_iDofsMwceTo","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8719933032989502. Maximum achieved text similarity score is 0.898871898651123."
"ActivityNet Captions","v_s-kFpQRPcyE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8317421078681946. Maximum achieved text similarity score is 0.8919261693954468."
"ActivityNet Captions","v_e6Ti5g_zQ_4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8680155277252197. Maximum achieved text similarity score is 0.8889694213867188."
"ActivityNet Captions","v_Ke5MPiv-wrY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7640225887298584. Maximum achieved text similarity score is 0.7980784177780151."
"ActivityNet Captions","v_bLpeUxij7YY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8325191140174866. Maximum achieved text similarity score is 0.8809742331504822."
