synthetic,dataset,id,configuration,similarity,label,pair_type,blacklisted_or_missing_or_invalid
gemma3-gest-e2e,ActivityNet Captions,v_UCBAyJpXuCw,Spectral_GloVe300,0.47629815171288264,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_8ltNqT5N-xs,Spectral_GloVe300,0.6646214035396765,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Xj--zKhm6k4,Spectral_GloVe300,0.7865796930398583,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__HQTWGmXXsc,Spectral_GloVe300,0.7760118210382866,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_2SnFlGUHKnc,Spectral_GloVe300,0.4996481580196638,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v___dXUJsj3yo,Spectral_GloVe300,0.5376228975476607,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_1WR4jgFCqRw,Spectral_GloVe300,0.6540448295847875,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_apPeChgjzs4,Spectral_GloVe300,0.1947445768944753,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_W01QffZYsxQ,Spectral_GloVe300,0.675480081124019,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_XSu5dteR2Ko,Spectral_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_NLTd7qCLT7o,Spectral_GloVe300,0.9120480195642067,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D5hsFA2ZrIQ,Spectral_GloVe300,0.30652880343704636,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_RJus6sogyiM,Spectral_GloVe300,0.34270764348578553,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_IRz9PYgpb8U,Spectral_GloVe300,0.6741516486147636,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LIaNG_UliKk,Spectral_GloVe300,0.3897311080424304,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_0zXTrkgUj0U,Spectral_GloVe300,0.6385119638351489,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_MleQSQt6Utw,Spectral_GloVe300,0.8235729351535961,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_dnJJWt0SBTc,Spectral_GloVe300,0.3598575618534966,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_CqAJxW84FkU,Spectral_GloVe300,0.6384141075188847,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_dLLvpM-gB8Q,Spectral_GloVe300,0.41875458541051175,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_r9X01daYa5o,Spectral_GloVe300,0.6750709498193539,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Tko7eefi1BI,Spectral_GloVe300,0.7042004275998824,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_TdAfqkmTrf0,Spectral_GloVe300,0.43332370164377826,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_eCzDH6PdtlE,Spectral_GloVe300,0.5812116216323887,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PN99KIY7jRY,Spectral_GloVe300,0.6667146848294612,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_SpwOzrXw9JU,Spectral_GloVe300,0.5904112371302009,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nsdB1r31-70,Spectral_GloVe300,0.7658296472648335,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_pc_QYeZG9GA,Spectral_GloVe300,0.8755793651844835,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Bs3OMhhUlY4,Spectral_GloVe300,0.9763678001142058,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PHIZza_xVog,Spectral_GloVe300,0.895239194747776,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_WnLYDJ8Jwv8,Spectral_GloVe300,1.0347411480580113,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UciHec7xncc,Spectral_GloVe300,0.8757944135830218,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Q_Rufuciohg,Spectral_GloVe300,0.5654181519412959,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_JuC7EY32Spg,Spectral_GloVe300,0.8562191796891473,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_FsXl6whrCWk,Spectral_GloVe300,0.9935773629426197,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_soHEsBIljbI,Spectral_GloVe300,0.49019348916879696,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_f0JySdrM_l8,Spectral_GloVe300,0.6211033741763591,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_YSO5CGeeTmE,Spectral_GloVe300,0.5937421866369516,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_z5bc9KKiAGI,Spectral_GloVe300,0.4728326957825822,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_VsFHNZHhNwI,Spectral_GloVe300,0.8663855124028712,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Hg1tl2hFWGc,Spectral_GloVe300,0.6895370883260356,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_p8_hwwgyoZE,Spectral_GloVe300,0.5852353691676815,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_iTc3UCWgUF0,Spectral_GloVe300,0.5887441253582999,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_HRjSOacCdWI,Spectral_GloVe300,0.7269573623151864,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_8ATFQNEWHL0,Spectral_GloVe300,0.6082874964092406,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_zW_8T8w7304,Spectral_GloVe300,0.8781464119787606,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D-y_N4u0uRQ,Spectral_GloVe300,0.30731813453106294,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PG3f3Wkkptk,Spectral_GloVe300,0.39778218243124397,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_gXVjjjvjVf4,Spectral_GloVe300,0.6685876754732407,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__LKFGLH8XxI,Spectral_GloVe300,0.974376302617495,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_CbfgZlo0Ut4,Spectral_GloVe300,0.7116947468398989,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LvbM6zv8XVc,Spectral_GloVe300,0.8530484154665919,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_I637SOXSbHY,Spectral_GloVe300,0.5164009692580122,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__s20ZN8WZbo,Spectral_GloVe300,0.2710705451329814,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_xoXTlNWkC7w,Spectral_GloVe300,0.9785658499909254,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_uHPrH22rPgU,Spectral_GloVe300,0.19368017863824538,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Lh3dhueuKmQ,Spectral_GloVe300,0.2502185537187066,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Ocd1VWIIeVs,Spectral_GloVe300,0.6268331789784888,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_fgoXpih2Kws,Spectral_GloVe300,0.31734087114735143,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UgSLUt8X1Lc,Spectral_GloVe300,0.36160701410827084,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_2dA1fAU3o6o,Spectral_GloVe300,0.5311487792150295,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Aj0Pd6snB-k,Spectral_GloVe300,0.7524073829161865,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_shGGt9TRlkk,Spectral_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_HCFF0svChQY,Spectral_GloVe300,0.5521806872092826,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_mpC_UTM1tWQ,Spectral_GloVe300,0.9583657012514436,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_QOlSCBRmfWY,NGM_GloVe300,0.5088192078173231,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nwznKOuZM7w,NGM_GloVe300,0.2273452102435008,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_ogQozSI5V8U,NGM_GloVe300,0.5473998437412227,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nHE7u40plD0,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_69IsHpmRyfk,NGM_GloVe300,0.17431307536902016,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D18b2IZpxk0,NGM_GloVe300,0.034211870393277964,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_pizl41xmw7k,NGM_GloVe300,0.05957009865782551,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_oP77DgsbhKQ,NGM_GloVe300,0.07987916640481721,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LNKdVrX_0Fg,NGM_GloVe300,0.14983522187282122,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_t0ajvfx6dgA,NGM_GloVe300,0.4985911267314991,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_IoiDAHNryTk,NGM_GloVe300,0.16998173396362384,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__yWADgOFxP0,NGM_GloVe300,0.2746932507191531,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_AGgJVF3nT6I,NGM_GloVe300,0.34998226967328355,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_lZKrd84QElk,NGM_GloVe300,0.13661348399530193,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_6lYTHj9vImo,NGM_GloVe300,0.343441808975789,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_E3QtX6r9QX0,NGM_GloVe300,0.27115997882482296,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_iYxj8a1TPYk,NGM_GloVe300,0.14146739266697744,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_cp52LdlmlUk,NGM_GloVe300,0.550826726644913,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_bpg2PC2neQM,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_RgzbNJPchqc,NGM_GloVe300,0.3540991920713085,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__zHSfEhEqkU,NGM_GloVe300,0.25621786928347595,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_dAjhBWalWRM,NGM_GloVe300,0.6171968313870939,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_zihMznAYlV0,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_XD3yFrJHiv8,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_---9CpRcKoU,NGM_GloVe300,0.8800838654306918,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_epqnpUCVLK8,NGM_GloVe300,0.08686501815206524,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_GFE2wAi9fjo,NGM_GloVe300,0.04536109704126589,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_W19-fYOO9sg,NGM_GloVe300,0.44723757381222096,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_m22TDwfa8go,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_V_Nj_BhesEY,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_p9iE8iemCMs,NGM_GloVe300,0.21291244970211648,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_fN2DiOswmOA,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_37pwbUp8t1I,NGM_GloVe300,0.22556054424720767,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_STaS53CNlZI,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_JSDZWq777Mc,NGM_GloVe300,0.22186293339290428,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_m16Cn9VA3Lk,NGM_GloVe300,0.14344468925902634,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_lETAKUG4pQw,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_fOuFF7dGPtI,NGM_GloVe300,0.2784048594788842,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_CqscMsSNiNY,NGM_GloVe300,0.29220431052250323,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_bmoS216hsoc,NGM_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_tznMNEWglxY,NGM_GloVe300,0.4378450531311255,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_mcDVNexy6Ps,NGM_GloVe300,0.17386699436532593,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_7RESODKApso,NGM_GloVe300,0.9700896058245524,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_6uNhwOSZXco,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_kxwTPAhlhpw,NGM_GloVe300,0.4327828101040816,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Q9Fw56ZvXq4,NGM_GloVe300,0.6274268029046751,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UBDcmeET6ys,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_UXX8k68S3_g,NGM_GloVe300,0.40178241233232675,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_xKPF_SpZ1gQ,NGM_GloVe300,0.6355697711352869,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_pOyP_kDaskY,NGM_GloVe300,0.8442434090393637,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_iqe_HmjojQ8,NGM_GloVe300,0.9715851247875206,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_p0O-EsMFcL4,NGM_GloVe300,0.3487531663917535,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_wrf4MfW4MGg,NGM_GloVe300,0.41653271043443385,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_2CfCDcCuOO4,NGM_GloVe300,0.33016386707584816,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_5qBzjfW-sMs,NGM_GloVe300,0.7830035269974517,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_GTxmHim5JnY,NGM_GloVe300,0.9373086804978111,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_fhtNAMK0Vqk,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_hhN1647pP88,NGM_GloVe300,0.6122992566265385,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_y3r4IrZkgBo,NGM_GloVe300,0.8480164987495838,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_eUCKEnKxG8w,NGM_GloVe300,0.7355459169584349,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_c1eUdyyT4zg,NGM_GloVe300,0.2652867451061517,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_BbFCkDdq3S0,NGM_GloVe300,0.7738398758944075,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_oxp7V1AKJWk,NGM_GloVe300,0.7321376510543229,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_VWmSZPIoBlw,NGM_GloVe300,0.832141799775425,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_NnLjEbG31ZE,NGM_GloVe300,0.3540991869901735,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Wgm-mYzdnxc,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_edbczrXeEOk,NGM_GloVe300,0.07640746514011605,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_o-S8I8lhQpo,NGM_GloVe300,0.6503316375099502,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_HppLOtjJY_Q,NGM_GloVe300,0.6337051716145886,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_n2fFj1mBjhQ,NGM_GloVe300,0.6747621364926824,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_37Q3so6ERxs,NGM_GloVe300,0.3815240467474006,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Y76wuHBZgdU,NGM_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_VdeYnCIbRJ4,NGM_GloVe300,0.18253129217926067,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_c3vEqTcKPsU,NGM_GloVe300,0.09821981571796617,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_QHJTOHgjDMw,NGM_GloVe300,0.8754239253216223,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_FLL06mU-ua8,NGM_GloVe300,0.7380292699260004,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_j_YetAlzwbk,NGM_GloVe300,0.8907215760744471,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_wyARf3xHOgs,NGM_GloVe300,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_eC4l8AuAmKw,NGM_GloVe300,0.31739505334856666,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_ZKo3_ifK2tQ,NGM_GloVe300,0.9781424039399301,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_X2LI_I_qw-A,NGM_GloVe300,0.5571314712126699,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UCBAyJpXuCw,NGM_GloVe300,0.42641138648509885,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_8ltNqT5N-xs,NGM_GloVe300,0.13026845108104726,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Xj--zKhm6k4,NGM_GloVe300,0.7132683847711553,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__HQTWGmXXsc,NGM_GloVe300,0.39964388449795074,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_2SnFlGUHKnc,NGM_GloVe300,0.009512993147637849,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v___dXUJsj3yo,NGM_GloVe300,0.14688205543812025,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_1WR4jgFCqRw,NGM_GloVe300,0.6218803564371256,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_apPeChgjzs4,NGM_GloVe300,0.12432677726620281,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_W01QffZYsxQ,NGM_GloVe300,0.1391033627223142,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_XSu5dteR2Ko,NGM_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_NLTd7qCLT7o,NGM_GloVe300,0.8097700905678077,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D5hsFA2ZrIQ,NGM_GloVe300,0.11823210920822623,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_RJus6sogyiM,NGM_GloVe300,0.21106859655350105,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_IRz9PYgpb8U,NGM_GloVe300,0.17929660962917152,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LIaNG_UliKk,NGM_GloVe300,0.3897311080424304,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_0zXTrkgUj0U,NGM_GloVe300,0.49940967762908767,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_MleQSQt6Utw,NGM_GloVe300,0.3102599332746568,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_dnJJWt0SBTc,NGM_GloVe300,0.3388528148221328,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_CqAJxW84FkU,NGM_GloVe300,0.6153334771023837,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_dLLvpM-gB8Q,NGM_GloVe300,0.34600796488006225,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_r9X01daYa5o,NGM_GloVe300,0.6455696065254319,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Tko7eefi1BI,NGM_GloVe300,0.595117440718519,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_TdAfqkmTrf0,NGM_GloVe300,0.3825780284576361,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_eCzDH6PdtlE,NGM_GloVe300,0.5258137195542678,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PN99KIY7jRY,NGM_GloVe300,0.6667146848294612,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_SpwOzrXw9JU,NGM_GloVe300,0.196919695362059,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nsdB1r31-70,NGM_GloVe300,0.6839794221268296,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_pc_QYeZG9GA,NGM_GloVe300,0.8665529533488576,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Bs3OMhhUlY4,NGM_GloVe300,0.21148175366960567,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PHIZza_xVog,NGM_GloVe300,0.882252485295362,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_WnLYDJ8Jwv8,NGM_GloVe300,0.8438832636432269,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UciHec7xncc,NGM_GloVe300,0.13190632682163927,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Q_Rufuciohg,NGM_GloVe300,0.5654181519412959,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_JuC7EY32Spg,NGM_GloVe300,0.23295335507590076,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_FsXl6whrCWk,NGM_GloVe300,0.9647361273720296,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_soHEsBIljbI,NGM_GloVe300,0.02563427770731293,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_f0JySdrM_l8,NGM_GloVe300,0.5268129914549663,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_YSO5CGeeTmE,NGM_GloVe300,0.3446929525149217,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_z5bc9KKiAGI,NGM_GloVe300,0.39846247349828096,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_VsFHNZHhNwI,NGM_GloVe300,0.792094049683833,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Hg1tl2hFWGc,NGM_GloVe300,0.5976143397789191,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_p8_hwwgyoZE,NGM_GloVe300,0.47621670848985515,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_iTc3UCWgUF0,NGM_GloVe300,0.1337371251546349,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_HRjSOacCdWI,NGM_GloVe300,0.7269573623151864,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_8ATFQNEWHL0,NGM_GloVe300,0.6082874964092406,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_zW_8T8w7304,NGM_GloVe300,0.8652371039758578,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D-y_N4u0uRQ,NGM_GloVe300,0.2942715012640995,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_PG3f3Wkkptk,NGM_GloVe300,0.37414563904412135,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_gXVjjjvjVf4,NGM_GloVe300,0.6650194999651861,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__LKFGLH8XxI,NGM_GloVe300,0.6585827941719521,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_CbfgZlo0Ut4,NGM_GloVe300,0.7043000272832102,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LvbM6zv8XVc,NGM_GloVe300,0.6684659139009244,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_I637SOXSbHY,NGM_GloVe300,0.5434140569524457,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__s20ZN8WZbo,NGM_GloVe300,0.2830795985122663,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_xoXTlNWkC7w,NGM_GloVe300,0.21343289610087782,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_uHPrH22rPgU,NGM_GloVe300,0.19368017863824538,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Lh3dhueuKmQ,NGM_GloVe300,0.2249194931913866,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Ocd1VWIIeVs,NGM_GloVe300,0.16039428374760104,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_fgoXpih2Kws,NGM_GloVe300,0.261891289146764,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_UgSLUt8X1Lc,NGM_GloVe300,0.3539275156263088,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_2dA1fAU3o6o,NGM_GloVe300,0.5311487792150295,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_Aj0Pd6snB-k,NGM_GloVe300,0.7524073829161865,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_shGGt9TRlkk,NGM_GloVe300,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_HCFF0svChQY,NGM_GloVe300,0.4647744425899351,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_mpC_UTM1tWQ,NGM_GloVe300,0.8819171003506504,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_QOlSCBRmfWY,Spectral_GloVe300_NoEdges,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nwznKOuZM7w,Spectral_GloVe300_NoEdges,0.9999998807907193,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_ogQozSI5V8U,Spectral_GloVe300_NoEdges,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_nHE7u40plD0,Spectral_GloVe300_NoEdges,0.0,1,positive,1
gemma3-gest-e2e,ActivityNet Captions,v_69IsHpmRyfk,Spectral_GloVe300_NoEdges,0.7228190468061552,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_D18b2IZpxk0,Spectral_GloVe300_NoEdges,0.6883077211196601,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_pizl41xmw7k,Spectral_GloVe300_NoEdges,0.9142233184442943,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_oP77DgsbhKQ,Spectral_GloVe300_NoEdges,0.9999997615814493,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_LNKdVrX_0Fg,Spectral_GloVe300_NoEdges,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_t0ajvfx6dgA,Spectral_GloVe300_NoEdges,1.0,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_IoiDAHNryTk,Spectral_GloVe300_NoEdges,0.9999998807907193,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v__yWADgOFxP0,Spectral_GloVe300_NoEdges,0.9287980283739533,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_AGgJVF3nT6I,Spectral_GloVe300_NoEdges,0.999999821186087,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_lZKrd84QElk,Spectral_GloVe300_NoEdges,0.9999998807907193,1,positive,0
gemma3-gest-e2e,ActivityNet Captions,v_6lYTHj9vImo,Spectral_GloVe300_NoEdges,1.0,1,positive,0
